strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pango_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	sampling_strategy	missing_data	divergence	nonACGTN	rare_mutations	snp_clusters	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_snp_clusters	clock_deviation	batch1	batch2	batch3	batch4	batch5	batch6	batch7	batch8	batch9	batch10	root_ref
Ghana/1513_S1/2020	betacoronavirus	EPI_ISL_422382	?	2020-03-24	Africa	Ghana	Greater Accra		Africa	Ghana	Greater Accra	genome	29808	Human	unknown	Female	?	B.58	O	NMIMR, Department of Virology	WACCBIP, University of Ghana	Joyce M. Ngoi, Bright Adu, Collins M. Misita, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjaquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Gordon A. Awandare, William Ampofo	https://www.gisaid.org/	?	?	2020-04-10	?												no	yes	no	no	no	no	no	no	no	no	no
India/TG-CCMB-L1453/2020	betacoronavirus	EPI_ISL_471592	?	2020-05-25	Asia	India	Telangana	Hyderabad	Asia	India	Telangana	genome	29833	Human	49	Male	?	B.1.458	GH	CSIR-Centre for Cellular and Molecular Biology	CSIR-Centre for Cellular and Molecular Biology	Namami Gaur, Sakshi Shambhavi, Lamuk Zaveri, Shagufta Khan, Tulasi Nagabandi, Purushotham Vodnala, Payel Mukherjee, Sofia Banu, Priya Singh, Dhiviya Vedagiri, Divya Gupta, Vishal Sah, Santosh Kumar Kuncha, Krishnan Harinivas Harshan, Archana Bharadwaj Siva, Karthik Bharadwaj Tallapaka, Nikhil Hajirnis, Pratheusa Maccha, M Soujanya Reddy, G. Aditya Kumar, Koushick Sivakumar, Rakesh K Mishra, Divya Tej Sowpati	https://www.gisaid.org/	?	?	2020-06-22	?												no	no	no	no	no	no	no	no	yes	no	no
HongKong/HKU-IHCE0511-001a/2020	betacoronavirus	EPI_ISL_538524	?	2020-01-29	Asia	Hong Kong			Asia	Hong Kong		genome	3999	Human	unknown	unknown	?	Unassigned	O	Department of Microbiology, The University of Hong Kong	Department of Microbiology, The University of Hong Kong	Kelvin K.W. To, Kwok-Yung Yuen	https://www.gisaid.org/	?	?	2020-09-17	?												no	no	yes	yes	no	no	no	no	no	no	no
India/TG-CCMB-J043/2020	betacoronavirus	EPI_ISL_447560	?	2020-03-31	Asia	India	Telangana	Sangareddy	Asia	India	Telangana	genome	29864	Human	30	Male	?	B.6	O	CSIR-Centre for Cellular and Molecular Biology	CSIR-Centre for Cellular and Molecular Biology	Payel Mukherjee, Sofia Banu, Priya Singh, Dhiviya Vedagiri, Divya Gupta, Vishal Sah, Santosh Kumar Kuncha, Krishnan Harinivas Harshan, Archana Bharadwaj Siva, Karthik Bharadwaj Tallapaka, Shagufta Khan, Lamuk Zaveri, Namami Gaur, Sakshi Shambhavi, Tulasi Nagabandi, Purushotham Vodnala, Rakesh K Mishra, Divya Tej Sowpati	https://www.gisaid.org/	?	?	2020-05-17	?												no	no	no	no	yes	no	no	no	no	no	no
Qatar/QA-WCMQ_FD18193844/2020	betacoronavirus	EPI_ISL_1714572	?	2020-05-02	Asia	Qatar	Doha		Asia	Qatar	Doha	genome	29837	Human	54	Male	?	B.1.428	GH	Ministry of Public Health / Hamad Medical Corporation	Weill Cornell Medical College - Qatar (WCM-Q), Genomics Core Laboratory / Qatar Genome Project (QGP)	WCMQ: Ayeda A. Ahmed, Meryem Bensaad, Shameem Younuskunju, Yasmin Mohamoud, Laith Abu-Raddad, Joel A Malek.  QGP: Fatima H. Al-Kuwari, Chadi Saad  MOPH and HMC: Abdullatif Al-Khal, Muna A. S. Al-Maslamani, Mashael A. Al-Bader, Hamda Alromaihi, Roberto Bertollini, Peter V. Coyle, Einas A. E. Al-Kuwari, Hamad E. Al-Romaihi, Salih Al-Marri, Mohammed Al-Thani, Reham A. El-Kahlout.  QBB: Tasneem Al-Hamad, Dina Elgakhlab	https://www.gisaid.org/	?	?	2021-04-25	?												no	no	no	no	no	no	no	no	yes	no	no
Ghana/1659_S14/2020	betacoronavirus	EPI_ISL_422405	?	2020-03-25	Africa	Ghana	Greater Accra		Africa	Ghana	Greater Accra	genome	29810	Human	32	Female	?	B.1.220	G	NMIMR, Department of Virology	WACCBIP, University of Ghana	Joyce M. Ngoi, Bright Adu, Collins M. Morang’a, Selassie Kumordjie, Miriam Eshun, Linda Boatemaa, Vanessa Magnussen, Erasmus Kotey, Fred Tei-Maya, Dominic S. Y. Amuzu, Peter Quashie, Augustina Arjarquah, Ivy Asante, Evelyn Bonney, George B. Kyei, Kofi Bonney, Abraham Kwabena Anang, Gordon A. Awandare, William Ampofo	https://www.gisaid.org/	?	?	2020-04-10	?												no	yes	no	no	no	no	no	no	no	no	no
Bahrain/920265546_S18_L001/2020	betacoronavirus	EPI_ISL_632266	?	2020-06-21	Asia	Bahrain			Asia	Bahrain		genome	29782	Human	unknown	unknown	?	B.1	GH	Communicable Disease Laboratory,  Public Health Directorate	Communicable Disease Laboratory,  Public Health Directorate	AlWasti, H., AlTaif, Z., AlHujairi, Z., AlAbbas, Z.	https://www.gisaid.org/	?	?	2020-11-09	?												no	no	no	no	no	no	no	yes	no	no	no
Japan/PG-1103/2020	betacoronavirus	EPI_ISL_684713	?	2020-04-23	Asia	Japan	Kumamoto		Asia	Japan	Kumamoto	genome	29766	Human	unknown	unknown	?	B.1.1.55	GR	Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Makoto Kuroda	https://www.gisaid.org/	?	?	2020-12-10	?												no	no	no	no	no	yes	no	no	no	no	no
DRC/431/2020	betacoronavirus	EPI_ISL_420847	?	2020-03-26	Africa	Democratic Republic of the Congo			Africa	Democratic Republic of the Congo		genome	29789	Human	31	Female	?	B.1.147	G	Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum	https://www.gisaid.org/	?	?	2020-04-07	?												no	yes	no	no	no	no	no	no	no	no	no
Thailand/74/2020	betacoronavirus	EPI_ISL_403963	?	2020-01-13	Asia	Thailand	Nonthaburi		Asia	Thailand	Nonthaburi	genome	29859	Human	74	Female	?	B	L	Bamrasnaradura Hospital	1. Department of Medical Sciences, Ministry of Public Health, Thailand 2. Thai Red Cross Emerging Infectious Diseases - Health Science Centre 3. Department of Disease Control, Ministry of Public Health, Thailand	Pilailuk, Okada; Siripaporn, Phuygun; Thanutsapa, Thanadachakul; Supaporn, Wacharapluesadee; Sittiporn, Parnmen; Warawan, Wongboot; Sunthareeya, Waicharoen; Rome, Buathong; Malinee, Chittaganpitch; Nanthawan, Mekha	https://www.gisaid.org/	?	?	2020-01-17	?												no	no	yes	yes	no	no	no	no	no	no	no
Japan/PG-2887/2020	betacoronavirus	EPI_ISL_691013	?	2020-05-04	Asia	Japan	Yamaguchi		Asia	Japan	Yamaguchi	genome	29738	Human	unknown	unknown	?	B.1.1.174	GR	Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Makoto Kuroda	https://www.gisaid.org/	?	?	2020-12-10	?												no	no	no	no	no	no	no	no	yes	no	no
India/TG-CCMB-J321/2020	betacoronavirus	EPI_ISL_447577	?	2020-04-02	Asia	India	Telangana	Nalgonda	Asia	India	Telangana	genome	29865	Human	20	Female	?	B.6.6	O	CSIR-Centre for Cellular and Molecular Biology	CSIR-Centre for Cellular and Molecular Biology	Namami Gaur, Sakshi Shambhavi, Lamuk Zaveri, Shagufta Khan, Tulasi Nagabandi, Purushotham Vodnala, Payel Mukherjee, Sofia Banu, Priya Singh, Dhiviya Vedagiri, Divya Gupta, Vishal Sah, Santosh Kumar Kuncha, Krishnan Harinivas Harshan, Archana Bharadwaj Siva, Karthik Bharadwaj Tallapaka, Rakesh K Mishra, Divya Tej Sowpati	https://www.gisaid.org/	?	?	2020-05-17	?												no	no	no	no	yes	no	no	no	no	no	no
Coted-Ivoire/BKE0042/2020	betacoronavirus	EPI_ISL_614352	?	2020-06-04	Africa	Cote d'Ivoire	Bouake		Africa	Cote d'Ivoire	Bouake	genome	29782	Human	37	Female	?	A.19	G	Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Project group Epidemology of Highly Pathogenic Microorganisms, Robert Koch-Institute	Chantal Akoua-Koffi, Diané Bamourou, Etilé Anoh, Essia Belarbi, Safiatou Karidioula, Grit Schubert, Adjaratou Traoré, Soundélé Maïté, Monemo Pacome, Coulibaly Mbegnan, Bamba Fatoumata Touré, Kra Ouffoué, Fabian Leendertz	https://www.gisaid.org/	?	?	2020-11-05	?												no	yes	no	no	no	no	no	no	no	no	no
Tunisia/TUN_ADAGE_EZ432/2020	betacoronavirus	EPI_ISL_7054876	?	2020-05-30	Africa	Tunisia	Monastir		Africa	Tunisia	Monastir	genome	29873	Human	20	Female	?	B.1	GH	Laboratoire de microbiologie	Molecular and Cellular Screening Process Laboratory	Souissi,A., Abid,N., Ben Ayed,I., Gargouri,S., Abdelmoulah,F., Elargoubi,A., Smeti,I., Bensaid,M., Stambouli,N., Kharat,N., Ajili,F., Fki-berrajah,L., Mhalla,S., Chtourou,A., Gaaloul,I., Nabli,A., Turki,M., Aouni,M., Hammami,A., Mastouri,M., Karray Hakim,H., Kamoun,S., Rebai,A. and Masmoudi,S.	https://www.gisaid.org/	?	?	2021-12-03	?												no	yes	no	no	no	no	no	no	no	no	no
Qatar/QA-WCMQ_FD18190044/2020	betacoronavirus	EPI_ISL_1714520	?	2020-07-09	Asia	Qatar	Doha		Asia	Qatar	Doha	genome	29811	Human	28	Male	?	B.1.1.75	GR	Ministry of Public Health / Hamad Medical Corporation	Weill Cornell Medical College - Qatar (WCM-Q), Genomics Core Laboratory / Qatar Genome Project (QGP)	WCMQ: Ayeda A. Ahmed, Meryem Bensaad, Shameem Younuskunju, Yasmin Mohamoud, Laith Abu-Raddad, Joel A Malek.  QGP: Fatima H. Al-Kuwari, Chadi Saad  MOPH and HMC: Abdullatif Al-Khal, Muna A. S. Al-Maslamani, Mashael A. Al-Bader, Hamda Alromaihi, Roberto Bertollini, Peter V. Coyle, Einas A. E. Al-Kuwari, Hamad E. Al-Romaihi, Salih Al-Marri, Mohammed Al-Thani, Reham A. El-Kahlout.  QBB: Tasneem Al-Hamad, Dina Elgakhlab	https://www.gisaid.org/	?	?	2021-04-25	?												no	no	no	no	no	no	yes	no	no	no	no
Kyrgyzstan/NRL-18920/2020	betacoronavirus	EPI_ISL_13285398	?	2020-07-17	Asia	Kyrgyzstan	Bishkek		Asia	Kyrgyzstan	Bishkek	genome	29708	Human	70	Female	?	B.1.1.7	GR	Republican Reference Laboratory, National TB center, Kyrgyzstan	Republican Reference Laboratory, National TB center, Kyrgyzstan	Gulmira Kalmambetova, Altyn Iskakova	https://www.gisaid.org/	?	?	2022-06-14	?												no	no	no	no	no	no	no	no	no	yes	no
Israel/2047883/2020	betacoronavirus	EPI_ISL_447384	?	2020-03-31	Asia	Israel	North District		Asia	Israel	North District	genome	29782	Human	62	Male	?	B.1	GH	Clinical Microbiology Laboratory, The Baruch Padeh Medical Center, Poriya	Stern Lab	Stern Lab	https://www.gisaid.org/	?	?	2020-05-17	?												no	no	no	no	yes	no	no	no	no	no	no
Indonesia/SA-EIJK51/2020	betacoronavirus	EPI_ISL_574620	?	2020-06-17	Asia	Indonesia	North Sulawesi	Manado	Asia	Indonesia	North Sulawesi	genome	29782	Human	45	Female	?	B.6	G	BTKLPP Kelas I Manado	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Hidayat Trimarsanto, Frilasita A Yudhaputri, Edison Johar, Iskandar A Adnan, Willy Agustine, David H Muljono, Safarina G Malik, Herawati Sudoyo, Khin Saw Myint, Amin Soebandrio	https://www.gisaid.org/	?	?	2020-10-06	?												no	no	no	no	no	no	no	yes	no	no	no
DRC/6241/2020	betacoronavirus	EPI_ISL_2982510	?	2020-05-07	Africa	Democratic Republic of the Congo	Kongo central		Africa	Democratic Republic of the Congo	Kongo central	genome	29333	Human	27	Male	?	A	S	Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni, Edith Nkwembe, Eddy Kinganda-Lusamaki, Amuri Aziza, Francisca Muyembe Mawete, Emmanuel Lokilo Lofiko, Catherine Pratt, Matthias Pauthner, Josh Quick, Allison Black, James Hadfield, Trevor Bedford, Ian Goodfellow, Andrew Rambaut, Nick Loman, Kristian Andersen, Michael Wiley, Steve Ahuka-Mundeke, Jean-Jacques Muyembe Tamfum	https://www.gisaid.org/	?	?	2021-07-16	?												no	yes	no	no	no	no	no	no	no	no	no
SouthAfrica/NHLS-UCT-GS-0084/2020	betacoronavirus	EPI_ISL_640045	?	2020-04-01	Africa	South Africa	Western Cape	Western	Africa	South Africa	Western Cape	genome	29817	Human	24	Female	?	B.1.1	GR	Groote Schuur Hospital wc GSH	NHLS/UCT	Arash Iranzadeh, Deelan Doolabh, Lynn Tyers, Bruna Galvao, Innocent Mudau, Marvin Hsiao, Kruger Marais, Diana Hardie, Stephen Korsman, Carolyn Williamson	https://www.gisaid.org/	?	?	2020-11-17	?												no	yes	no	no	no	no	no	no	no	no	no
India/AP-CS0341/2020	betacoronavirus	EPI_ISL_862523	?	2020-07-04	Asia	India	Andhra Pradesh		Asia	India	Andhra Pradesh	genome	29814	Human	52	Female	?	B.1.548	G	Kurnool Medical College (KMC)	CSIR Institute of Genomics and Integrative Biology	Pallavali Roja Rani, Mohamed Imran, J. Vijaya Lakshmi, Bani Jolly, S. Afsar, Abhinav Jain, Mohit Kumar Divakar, Panyam Suresh, Disha Sharma, Nambi Rajesh, Rahul C Bhoyar, Dasari Ankaiah, Sanaga Shanthi Kumari, Gyan Ranjan, Valluri Anitha Lavanya, Mercy Rophina, S. Umadevi, Paras Sehgal, Avula Renuka Devi, A. Surekha, Pulala Chandra, Rajamadugu Hymavathy, P R Vanaja, Vinod Scaria, Sridhar Sivasubbu	https://www.gisaid.org/	?	?	2021-01-24	?												no	no	no	no	no	no	yes	no	no	no	no
India/MH-1-27/2020	betacoronavirus	EPI_ISL_413522	?	2020-01-27	Asia	India	Maharashtra		Asia	India	Maharashtra	genome	29854	Human	20	Female	?	B	L	Indian Council of Medical Research - National Institute of Virology	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Potdar, Varsha on behalf of National Influenza Centre, NIV, Pune	https://www.gisaid.org/	?	?	2020-03-06	?												no	no	yes	yes	no	no	no	no	no	no	no
Japan/PG-7964/2020	betacoronavirus	EPI_ISL_687065	?	2020-05-12	Asia	Japan	Kanagawa		Asia	Japan	Kanagawa	genome	29766	Human	unknown	unknown	?	B.1.1.283	GR	Kanagawa Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Makoto Kuroda	https://www.gisaid.org/	?	?	2020-12-10	?												no	no	no	no	no	no	no	no	yes	no	no
SouthAfrica/Tygerberg_259/2020	betacoronavirus	EPI_ISL_3068129	?	2020-05-08	Africa	South Africa	Western Cape	Cape Town Metro	Africa	South Africa	Western Cape	genome	29782	Human	33	Male	?	B.1.1.382	GR	Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Division of Medical Virology, Stellenbosch University and NHLS Tygerberg Hospital	Susan Engelbrecht, Bronwyn Kleinhans, Kayla Delaney, Gert van Zyl, Wolfgang Preiser	https://www.gisaid.org/	?	?	2021-07-24	?												no	yes	no	no	no	no	no	no	no	no	no
Nigeria/AK-CV272/2020	betacoronavirus	EPI_ISL_729956	?	2020-07-12	Africa	Nigeria	Akwa-Ibom State		Africa	Nigeria	Akwa-Ibom State	genome	29903	Human	30	Male	?	B.1.1.1	GR	Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E. et al	https://www.gisaid.org/	?	?	2020-12-23	?												yes	no	no	no	no	no	no	no	no	no	no
Malawi/COM-SEQ6805/2020	betacoronavirus	EPI_ISL_8889535	?	2020-06-26	Africa	Malawi			Africa	Malawi		genome	29826	Human	unknown	Female	?	B.1	G	Kamuzu University of Health Sciences, College of Medicine, Department of Pathology	Kamuzu University of Health Sciences, College of Medicine, Department of Pathology	Tonney Nyirenda, Arox W. Kamng'ona, Chisomo Msefula, David Chaima, Chimwemwe Mhango, Jonathan Mandolo, Wanangwa Ndovie, Samuel Gwayi, Chrispin Chaguza, Benjamin Kumwenda, Alistair Darby, Kondwani C. Jambo, Victor Mwapasa, Khuzwayo C. Jere	https://www.gisaid.org/	?	?	2022-01-20	?												no	yes	no	no	no	no	no	no	no	no	no
Tunisia/Tunis7266/2020	betacoronavirus	EPI_ISL_450482	?	2020-04-02	Africa	Tunisia	Tunis		Africa	Tunisia	Tunis	genome	493	Human	unknown	unknown	?	Unassigned	O	National Influenza and other Respiratory Viruses Centre-Tunisia, Virology Unit, Microbiology Laboratory, Charles Nicolle Hospital	National Influenza and other Respiratory Viruses Centre-Tunisia, Virology Unit, Microbiology Laboratory, Charles Nicolle Hospital	El Moussi, A., Abid, S., Ben Nasr, M., Landolsi, I., Charaa, L., Enigrou, D. and Boutiba, I.	https://www.gisaid.org/	?	?	2020-04-07	?												no	yes	no	no	no	no	no	no	no	no	no
Guinea/Conakry_IPG866/2020	betacoronavirus	EPI_ISL_2245792	?	2020-04-17	Africa	Guinea	Conakry		Africa	Guinea	Conakry	genome	29801	Human	26	Male	?	B.1.1.84	GR	Institut Pasteur de Guinée	Institut Pateur de Dakar	Grayo Solene, Diagne Moussa Moïse, Dia Ndongo, Diallo Amadou, Mbengue Safietou Sankhe, Ndiaye Ndack, Diop Mamadou, Maimouna Mbanne, Mohamed Kane, Loucoubar Cheikh, Tordo Noel, Faye Ousmane, Sall Amadou Alpha	https://www.gisaid.org/	?	?	2021-05-24	?												no	yes	no	no	no	no	no	no	no	no	no
SouthKorea/KCDC06/2020	betacoronavirus	EPI_ISL_412870	?	2020-01-30	Asia	South Korea	Seoul		Asia	South Korea	Seoul	genome	29789	Human	55	Male	?	A	S	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim, Yoon-Seok Chung, Namjoo Lee, Mi-Seon Kim, Sang Hee Woo, Hye-Jun Jo, Sehee Park, Heui Man Kim, Myung Guk Han	https://www.gisaid.org/	?	?	2020-02-28	?												no	no	yes	yes	no	no	no	no	no	no	no
Congo/UKT-005/2020	betacoronavirus	EPI_ISL_581489	?	2020-06-06	Africa	Republic of the Congo	Brazzaville		Africa	Republic of the Congo	Brazzaville	genome	29836	Human	unknown	unknown	?	B.1.273	GH	Fondation Congolaise pour la recherche medicale (FCRM)	NGS Competence Center Tübingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitätsklinikum Tübingen	Angel Angelov	https://www.gisaid.org/	?	?	2020-10-14	?												no	yes	no	no	no	no	no	no	no	no	no
Gabon/K0006/2020	betacoronavirus	EPI_ISL_11522797	?	2020-03-21	Africa	Gabon	Lambarene		Africa	Gabon	Lambarene	genome	29903	Human	unknown	unknown	?	B.1.1.161	O	Centre de Recherches Medicales de Lambarene	Department of Emerging Infectious Diseases, Institute of Tropical Medicine, Nagasaki University	Haruka Abe, Yuri Ushijima, Rodrigue Bikangui, Georgelin Nguema Ondo, Bertrand Lell, Ayola A. Adegnika, Jiro Yasuda	https://www.gisaid.org/	?	?	2022-03-29	?												no	yes	no	no	no	no	no	no	no	no	no
SouthAfrica/KRISP-K002398/2020	betacoronavirus	EPI_ISL_515762	?	2020-07-27	Africa	South Africa	KwaZulu-Natal	Ugu	Africa	South Africa	KwaZulu-Natal	genome	29852	Human	69	Male	?	B.1.1.444	GR	NHLS-IALCH	KRISP, KZN Research Innovation and Sequencing Platform	Giandhari J, Pillay S, Lessells R, Mdlalose K, York D, Khan S, Tegally H, Wilkinson E, de Oliveira T	https://www.gisaid.org/	?	?	2020-08-19	?												yes	no	no	no	no	no	no	no	no	no	no
SouthKorea/KDCA0186/2020	betacoronavirus	EPI_ISL_747419	?	2020-07-13	Asia	South Korea			Asia	South Korea		genome	29821	Human	11	Male	?	B.1.214	G	Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Ae Kyung Park, Il-Hwan Kim, Heui Man Kim, Jeong-Min Kim, Namjoo Lee, Chaeyoung Lee, Sang Hee Woo, Eun-Jin Kim	https://www.gisaid.org/	?	?	2020-12-30	?												no	no	no	no	no	no	yes	no	no	no	no
Japan/PG-2521/2020	betacoronavirus	EPI_ISL_690656	?	2020-05-01	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29739	Human	unknown	unknown	?	B.1.1.285	GR	Saitama Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka, Kentaro Itokawa, Rina Tanaka, Masanori Hashino, Makoto Kuroda	https://www.gisaid.org/	?	?	2020-12-10	?												no	no	no	no	no	no	no	no	yes	no	no
SaudiArabia/KAUST-MADINAH396/2020	betacoronavirus	EPI_ISL_513149	?	2020-04-24	Asia	Saudi Arabia	Madinah		Asia	Saudi Arabia	Madinah	genome	29903	Human	50	Male	?	B.1.36	GH	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Fadwa Alofi, Sharif Hala, Rahul P Salunke, Sara Mfarrej, Amit Kumar Subudhi, Fathia Ben Rached, Amanda, Luke, Afrah Alsomali, Asim Khogeer, Jumana Taha, Abdulaziz Alahmadi, Kahled Algithami, Raeece Naeem, Anwar Hashem, Naif Almontashiri, Arnab Pain	https://www.gisaid.org/	?	?	2020-08-12	?												no	no	no	no	no	yes	no	no	no	no	no
India/GJ-GBRC338b/2020	betacoronavirus	EPI_ISL_512076	?	2020-07-09	Asia	India	Gujarat	Modasa	Asia	India	Gujarat	genome	29834	Human	40	Male	?	B.1.36.8	GH	Dr. RSS Hospital, Modasa	Gujarat Biotechnology Research Centre	Pinal Trivedi, Maharshi Pandya, Nidhi Patel, Nitin Savaliya, Raghawendra Kumar, Dinesh Kumar, Zuber Saiyed, Komal Patel, Labdhi Pandya, Afzal Ansari, Nikha Trivedi, Harsh Chaudhari, Apurvasinh Puvar, Janvi Raval, Zarna Patel, Monika Gandhi, R D Dixit, A M Kadri, Harsh Bakshi, Chaitanya Joshi, Madhvi Joshi	https://www.gisaid.org/	?	?	2020-08-10	?												no	no	no	no	no	no	yes	no	no	no	no
Bangladesh/CHRF-0038/2020	betacoronavirus	EPI_ISL_768734	?	2020-06-24	Asia	Bangladesh	Sylhet		Asia	Bangladesh	Sylhet	genome	29837	Human	6	Male	?	B.1.1.12	GR	Child Health Research Foundation	Child Health Research Foundation	Senjuti Saha, Afroza Akter Tanni, Roly Malaker, Sharmistha Goswami, Syed Muktadir Al Sium, Arif Mohammad Tanmoy, Md Hafizur Rahman, Samir K Saha	https://www.gisaid.org/	?	?	2021-01-06	?												no	no	no	no	no	no	no	yes	no	no	no
